codigo_interno,nombre_producto,precio_producto
711133,bondiola piamontesa feteada envasada 1kgs,"36.900,00"
700072,salchichas granja iris sin piel clásicas x6 225grs,"2.700,00"
717391,queso por salut gran aldea trozado envasado 1kgs,"12.900,00"
317032,leche en polvo la serenisima zero lactosa 400grs,"9.100,00"
716440,briquetas noroso 4kgs,"6.290,00"
714837,pan de molde ecoop con salvado sin sal agregada 350grs,"2.390,00"
745707,lechuga mantecosa 1kgs,"5.990,00"
725137,kiwi 1kgs,"8.990,00"
714997,papas mc cain smiles congeladas 700grs,"11.790,00"
711562,tablitas cooperativa sabor queso azul 150grs,"1.752,00"
722863,chorizo pechera carne vacuna 1kgs,"12.900,00"
710115,queso rallado la serenisima reggianito 70grs,"3.535,00"
295354,leche en polvo entera la herminia  400grs,"3.240,00"
704313,salchichón con jamón piccolo calchaquí envasado 240grs,"3.000,00"
715591,yogur entero natural tregar endulzado pote 280grs,"2.799,00"
716209,papas mc cain air fry finitas 700grs,"9.790,00"
716241,tortillas de trigo tibax x10 230grs,"2.679,00"
134933,levadura calsa amasa fácil 50grs,"799,00"
716213,mortadela sombra de toro feteada envasada 150grs,"1.335,00"
720496,matambrito de cerdo  1kgs,"21.900,00"
715454,postre danette chocolate x4 pote 380grs,"4.990,00"
773158,dulce de batata a la vainilla dulcor trozado envasado 1kgs,"4.500,00"
714446,mix 4 berries green life congelados 400grs,"9.490,00"
717365,medallones notco not chicken rellenos champis x2 120grs,"7.981,00"
715059,leche la serenisima parcialmente descremada clásica más liviana 2% sachet 1lts,"1.925,00"
715698,queso crema casancrem balance 500grs,"5.199,00"
715187,danonino frutilla pote 80grs,"1.199,00"
712701,uva negra 1kgs,"4.990,00"
716523,postre danette dulce de leche x4 380grs,"4.990,00"
710562,salame tipo milán piamontesa feteado envasado 150grs,"4.990,00"
716238,tortillas de trigo wraps tibax x6 420grs,"4.469,00"
716239,tortillas de trigo wraps con salvado tibax x6 420grs,"4.469,00"
710676,queso mozzarella la serenisima trozado envasado 220grs,"6.090,00"
757128,salamín en rodajitas bocatti envasado 100grs,"4.500,00"
714390,fiambre de paleta de cerdo piamontesa feteada  200grs,"4.290,00"
717611,flan ser deli con caramelo x2 190grs,"4.500,00"
716242,tortillas de trigo sabor espinaca tibax x10 230grs,"2.679,00"
713031,chorizo de cerdo sombra de toro 1kgs,"15.500,00"
295356,leche en polvo descremada la herminia  400grs,"3.240,00"
317324,leche en polvo descremada la serenisima liviana 800grs,"11.400,00"
715608,queso en hebras la paulina 100% parmesano sin lactosa 125grs,"3.945,00"
707703,queso cremón cremoso la serenisima trozado envasado 1kgs,"17.890,00"
716524,flan danette super cremoso con caramelo x4 380grs,"4.990,00"
715908,bondiola campo austral feteada envasada 150grs,"8.300,00"
714262,yogur descremado gran compra firme vainilla 120grs,"860,00"
714444,salchichas paty viena fun x6 190grs,"2.250,00"
716807,yogur yogurisimo griego sabor natural endulzado pote 300grs,"4.320,00"
715025,queso azul san ignacio trozado envasado 120grs,"3.999,00"
710331,queso azul bavaria clásico trozado envasado 125grs,"5.000,00"
709282,jamón cocido primer precio feteado envasado 1kgs,"9.900,00"
709671,prepizza primer precio media masa x2 460grs,"1.990,00"
711626,pan rallado mamá cocina con ajo y perejil 500grs,"1.890,00"
707614,medallones de pollo pollolin jamón y queso 450grs,"8.690,00"
715496,yogur bebible parcialmente descremado gran compra frutilla sachet 900grs,"2.699,00"
701727,manteca primer precio sin sal agregada 100grs,"1.150,00"
715974,queso gouda vacalin trozado envasado 300grs,"4.500,00"
141368,queso holanda tregar trozado envasado 1kgs,"29.500,00"
716801,yogur yogurisimo griego batido sabor frutilla pote 140grs,"1.999,00"
725218,papa blanca fraccionada 1kgs,"2.390,00"
715193,crema de leche cooperativa doble 200grs,"2.599,00"
716424,carne picada vacuna desgrasada refrigerada  750grs,"10.900,00"
714822,postre serenito con chocobombas 118grs,"3.490,00"
238824,tomate cherry amarillo 1kgs,"4.290,00"
715332,medallones de carne paty express x2 110grs,"1.790,00"
715218,salamín cagnoli tandilero picado fino picante 145grs,"7.900,00"
715213,budín cooperativa con semillas 170grs,"2.225,00"
219055,salchichas patyviena tipo alemana con piel x4 250grs,"5.450,00"
715217,grasa vacuna refinada swift 1000grs,"6.175,00"
713650,yogur cremoso milkaut sabor natural 180grs,"1.274,25"
773166,dulce de batata dulcor vainilla y chocolate trozado envasado 1kgs,"4.500,00"
714995,papas noissete mc cain horneables congeladas 600grs,"9.279,00"
701766,queso azul la quesera trozado envasado 1kgs,"21.150,00"
714392,nuggets notco not chicken sticks con hierbas congelados 300grs,"8.026,00"
715215,budín cooperativa sabor capuccino 170grs,"2.225,00"
937630,leche en polvo entera ilolay 400grs,"6.119,00"
709534,pera fraccionada 1kgs,"2.390,00"
716313,queso barra tybo gran aldea feteado envasado 180grs,"3.000,00"
715197,yogur bebible activia ciruela sachet 900grs,"5.680,00"
714846,brócoli green life congelado 450grs,"5.990,00"
714854,mix primavera green life congelado 350grs,"4.790,00"
711555,tablitas cooperativa sabor cebolla 150grs,"1.755,00"
706590,coliflor 1kgs,"5.390,00"
715495,yogur bebible parcialmente descremado gran compra vainilla sachet 900grs,"2.699,00"
714856,frutillas green life congeladas 400grs,"5.990,00"
715827,queso en hebras la paulina italiano cuatro quesos equilibrio 125grs,"3.409,00"
717490,postre cremigal sabor chocolate pote 125grs,"755,00"
717603,flan danette con caramelo x2 190grs,"5.000,00"
710129,queso pategrás la serenisima trozado envasado 1kgs,"35.000,00"
233535,jamón cocido labratto feteado envasado 125grs,"4.500,00"
796972,zapallo cabutia 1kgs,"749,00"
723894,prepizza ecoop integral 350grs,"2.615,00"
713378,pan de molde lactal con salvado 560grs,"5.369,00"
701908,leberwurst la casona 200grs,"2.050,00"
711093,salame tipo milán paladini más finas feteado envasado 120grs,"5.300,00"
224473,rebozador preferido 500grs,"1.890,00"
209595,leña noroso tintitaco 6kgs,"7.990,00"
715449,carbón don jaime bolsa 4kgs,"6.490,00"
706987,manteca cooperativa 100grs,"1.402,00"
716036,pan de molde bimbo blanco chico 400grs,"4.129,00"
716261,medallones de carne sombra de toro congelados x12 972grs,"16.790,00"
257020,lechuga morada la aldea hidropónica 1uni,"3.490,00"
716387,queso crema la serenísima blanco clásico 460grs,"5.400,00"
714845,acelga congelada green life 550grs,"4.700,00"
711873,crema de leche nc la emancipación pote 200cm3,"2.250,00"
715414,queso mozzarella la serenisima trozado envasado 500grs,"12.150,00"
716455,nuggets de brócoli swift veggies 300grs,"3.490,00"
715882,salame tipo pepperoni la casona 180grs,"4.900,00"
717111,yogur entero estilo griego dahí natural 190grs,"2.690,00"
711547,tablitas cooperativa siete semillas 150grs,"1.755,00"
716924,lasagna mix de quesos sadia congelada 350grs,"6.490,00"
717492,postre cremigal sabor vainilla pote 125grs,"755,00"
716423,carne picada vacuna refrigerada 750grs,"8.500,00"
162860,leche en polvo entera cooperativa 800grs,"9.799,00"
704717,ajo fraccionado x2 1uni,"990,00"
715186,danonino vainilla pote 80grs,"1.199,00"
708283,hinojo 1kgs,"3.490,00"
717429,ajo elefante 1uni,"1.990,00"
713159,leche larga vida angelita clásica liviana 2% 1lts,"1.799,00"
715184,danonino vainilla bebible 185grs,"3.050,00"
714374,pan para hamburguesa fargo x4 210grs,"3.186,00"
716240,tortillas de trigo con ají picante tibax x10 230grs,"2.679,00"
716244,tortillas de trigo con salvado tibax x10 230grs,"2.679,00"
714263,yogur descremado gran compra firme frutilla 120grs,"860,00"
224468,pan rallado preferido 500grs,"1.890,00"
714518,ajo puerro 1kgs,"5.990,00"
713375,pan de molde blanco lactal 315grs,"3.303,00"
715975,pan de molde bimbo tipo artesano integral con masa madre 500grs,"8.883,00"
717423,yogur descremado la serenisima firme vainilla pote 190grs,"1.490,00"
717335,pan de molde blanco bimbo lacteado grande 580grs,"7.405,00"
713454,alimento tipo yogur vegano coco iogo natural sin azúcar agregada 320grs,"3.639,00"
714847,chauchas green life congeladas 350grs,"4.190,00"
717608,flan la serenisima con caramelo x2 190grs,"2.890,00"
708881,batata boniato 1kgs,"3.490,00"
704594,chorizo de cerdo sombra de toro queso-morrón 1kgs,"18.500,00"
713453,yogur descremado ser firme frutilla pote 190grs,"2.550,00"
714864,pizza congelada pietro mozzarella y jamón a la piedra 510grs,"12.990,00"
258973,salchichas granja iris sin piel clásicas x10 375grs,"4.730,00"
706793,prepizza ecoop media masa x2 460grs,"2.819,00"
715098,carbon vegetal los leños 4kgs,"6.990,00"
199187,leña piquillín noroso 5kgs,"8.790,00"
715373,postrecito felices las vacas sabor chocolate 125grs,"1.790,00"
137427,leche en polvo entera franz fortificada 800grs,"8.599,00"
224401,rebozador mamá cocina plus para freir 500grs,"1.490,00"
714919,tapas para empanadas la salteña hojaldradas x12 330grs,"2.249,00"
713603,queso rallado la serenisima parmesano sobre 80grs,"4.000,00"
894478,queso cremoso noal trozado envasado 1kgs,"9.900,00"
716457,nuggets de espinaca swift veggies 300grs,"3.490,00"
717431,yogur descremado la serenisima nutrición activa vainilla pote 120grs,"1.199,00"
713469,yogur descremado tregar sabor frutilla pote 125grs,"880,00"
709879,pan rallado cañuelas 1kgs,"2.650,00"
224402,rebozador mamá cocina plus para horno 500grs,"1.790,00"
717025,dulce de membrillo rubio profecía  650grs,"4.825,00"
737992,bifes a la hamburguesa sombra de toro congelado x4 324grs,"6.990,00"
714850,espinaca green life congelada 1100grs,"9.690,00"
216172,queso cremón doble crema la serenisima trozado envasado 1kgs,"18.200,00"
728284,piña 1kgs,"3.490,00"
714199,yogur ser batido sabor natural sin endulzar pote 175grs,"2.500,00"
144156,ajo fraccionado x1 gran coloso 1uni,"1.149,00"
717295,pan de molde oroweat semillas con masa madre 600grs,"9.623,00"
716575,patitas de pollo granja del sol original 400grs,"8.559,00"
311069,leche en polvo nido fortigrow con prebióticos 370grs,"9.999,00"
224400,pan rallado mamá cocina plus 500grs,"1.550,00"
716450,milanesas de soja good mark x4 340grs,"4.056,00"
137463,levadura saf instantánea 125grs,"6.500,00"
714996,papas noissete mc cain horneables congeladas 1200grs,"17.097,00"
713344,leña de chañar noroso 6kgs,"6.690,00"
715355,pastillas de encendido carbonitas 12uni,"1.990,00"
717432,yogur descremado la serenisima nutrición activa frutilla pote 120grs,"1.199,00"
712647,uva blanca 1kgs,"4.990,00"
708564,pionono primer precio chocolate 150grs,"1.890,00"
714560,yogur descremado tregar frutilla pote 160grs,"2.250,00"
714756,yogur descremado dahi con trozos de frutillas 190grs,"2.690,00"
710230,tapas para empanadas paladini hojaldre x12 330grs,"2.190,00"
716518,yogur descremado tregar ananá pote 160grs,"2.250,00"
710131,queso gouda la serenisima trozado envasado 1kgs,"27.900,00"
704342,morrón amarillo 1kgs,"3.390,00"
716299,yogur bebible yogurisimo natural sachet  900grs,"6.250,00"
710134,queso reggianito la serenisima trozado envasado 1kgs,"40.000,00"
248865,queso cremón light la serenisima sin lactosa trozado envasado 1kgs,"18.200,00"
713465,longaniza parrillera sombra de toro 1kgs,"17.500,00"
714853,arvejas green life congeladas 350grs,"4.500,00"
715592,yogur entero natural tregar sin azúcar agregada pote 280grs,"2.799,00"
716809,yogur yogurisimo griego con trozos de arándanos pote 125grs,"1.790,00"
700258,bife angosto  1kgs,"17.900,00"
715448,carbón don jaime bolsa 3kgs,"5.490,00"
715096,carbón vegetal los leños 3kgs,"5.690,00"
715196,yogur bebible activia manzana y frutilla sachet 900grs,"5.680,00"
715918,fajitas tía rosa  275grs,"4.168,00"
701734,nalga para milanesa  1kgs,"24.900,00"
709766,bebida vegetal la serenisima con almendra sin azúcar 1lts,"4.940,00"
714054,perejil 1kgs,"5.990,00"
710234,tapas para empanadas paladini criolla x12 330grs,"1.790,00"
716942,pan de molde fargo salvado 600grs,"7.405,00"
708509,queso sardo santa rosa trozado envasado 1kgs,"45.000,00"
717618,rapiditas wraps bimbo clásicas 470grs,"6.850,00"
717227,empanadas de carne paladini congeladas x4 320grs,"8.590,00"
716922,yogur descremado milkaut cremoso balance vainilla pote 180grs,"1.124,25"
716805,yogur yogurisimo griego con granola pote 168grs,"1.960,00"
947512,yogur descremado ilolay firme vainilla pote 190grs,"1.399,00"
709716,dulce de membrillo la campagnola lata 700grs,"8.600,00"
702651,tapas para empanadas de copetín primer precio x24 320grs,"2.390,00"
716808,yogur yogurisimo griego con trozos de frutilla pote 125grs,"1.790,00"
185420,queso danbo la paulina en fetas 180grs,"4.500,00"
714460,flan la nueva vainilla 130grs,"975,00"
140082,leche en polvo descremada ilolay 800grs,"13.524,00"
715134,queso crema casancrem light sin sal agregada 290grs,"5.280,00"
224541,bife ancho  1kgs,"16.900,00"
705732,tapas para pascualina balkan criollas 330grs,"2.190,00"
226993,brazuelo 1kgs,"11.500,00"
714747,rabanito 1kgs,"4.320,00"
166130,queso crema primer precio 300grs,"1.999,00"
715828,queso en hebras la paulina 100% parmesano sin lactosa 500grs,"13.325,00"
716398,queso cremoso don firticchio trozado envasado 1kgs,"9.900,00"
714546,yogur entero ilolay firme vainilla pote 190grs,"1.399,00"
713282,pan para hamburguesas bimbo tipo artesano brioche x4 240grs,"4.955,00"
707243,papa blanca comercial fraccionada 1kgs,"1.490,00"
224470,rebozador preferido para horno 500grs,"2.250,00"
714214,yogur entero yogurisimo firme vainilla pote 190grs,"1.690,00"
717584,zanahoria fraccionada 1kgs,"2.390,00"
700290,colita de cuadril  1kgs,"25.900,00"
716923,yogur descremado milkaut cremoso balance frutilla pote 180grs,"1.199,25"
714708,yogur descremado cremoso gran compra sabor vainilla pote 120grs,"860,00"
717438,yogur la serenisima nutrición activa durazno 120grs,"1.199,00"
709354,producto untable a base de almendras felices las vacas sabor jamón serrano 200grs,"2.290,00"
701610,bola de lomo para milanesa  1kgs,"17.900,00"
715043,yogur ser calci+ batido vainilla pote 120grs,"2.255,00"
256523,hamburguesas de pollo pollolin x2 160grs,"3.490,00"
717616,postre serenito sabor vainilla x2 190grs,"4.500,00"
716478,queso crema ilolay crem clásico 290grs,"2.899,00"
716270,queso barra la paulina feteado envasado 200grs,"2.980,00"
709664,tapa de asado especial 1kgs,"20.500,00"
717408,yogur la serenisima nutrición activa firme vainilla pote 190grs,"1.490,00"
141441,leberwurst la casona panceta ahumada 200grs,"2.050,00"
244391,morcilla parrillera sombra de toro al vacio 1kgs,"10.500,00"
718297,prepizza ecoop 350grs,"2.334,00"
732117,asado de bife  1kgs,"16.900,00"
715083,cornalitos ocean blue congelados 500grs,"8.900,00"
715044,yogur ser calci+ batido frutilla y arándanos pote 120grs,"2.255,00"
797219,cebolla morada 1kgs,"2.190,00"
707593,milanesas de soja swift queso y tomate x4 350grs,"4.590,00"
716654,formados de pollo nuggets sadia congelados 900grs,"12.990,00"
260497,milanesas de pechuga de pollo pollolin  800grs,"13.990,00"
716584,notmila notco con semillas 220grs,"5.648,00"
714714,salchichas paty viena clásica x12 460grs,"5.250,00"
261592,hamburguesas paladini clásicas x2 160grs,"4.190,00"
714562,yogur descremado tregar durazno pote 160grs,"2.250,00"
716439,yogur entero tregar natural sin azúcar agregada pote 140grs,"1.999,00"
717336,pan de molde blanco fargo lacteado rodajas finas 510grs,"6.663,00"
717114,yogur descremado dahí con frutos del bosque 190grs,"2.690,00"
716576,patitas de pollo granja del sol original 1100grs,"22.149,00"
712278,hamburguesas de pollo pollolin pack x12 960grs,"19.790,00"
708900,queso en hebras finlandia chef 4 quesos 130grs,"4.670,00"
704623,salchichas sombra de toro frankfurt con piel 1kgs,"15.990,00"
714866,pizza congelada pietro peperoni a la piedra 510grs,"13.290,00"
717226,empanadas de jamón y queso paladini congeladas x4 320grs,"8.590,00"
714563,yogur descremado tregar arándano pote 160grs,"2.250,00"
717405,yogur bebible la serenisima nutrición activa frutilla sachet 1300grs,"2.990,00"
716360,pan de molde fargo salvado  390grs,"5.505,00"
709665,roast beef 1kgs,"18.500,00"
717610,postre la serenisima sabor vainilla x2 190grs,"2.890,00"
716550,nuggets saurio de pollo sadía congelados 400grs,"6.490,00"
717612,postre ser sabor chocolate x2 190grs,"4.500,00"
708513,queso fontina santa rosa trozado envasado 1kgs,"35.500,00"
717609,postre la serenisima sabor chocolate x2 190grs,"2.890,00"
709812,frambuesas green life congeladas 400grs,"14.990,00"
715535,medallones de vegetales green life calabaza choclo x4 380grs,"5.590,00"
700304,cuadril churrasco  1kgs,"21.900,00"
101939,dulce de batata arcor con sabor a chocolate 500grs,"2.490,00"
717437,yogur la serenisima nutrición activa frutilla 120grs,"1.199,00"
713410,queso camembert emperador envasado 100grs,"5.800,00"
702503,queso de cerdo paladini feteado envasado 1kgs,"10.900,00"
717291,queso cremoso gran aldea trozado envasado 1kgs,"11.500,00"
716965,manteca milkaut calidad extra 100grs,"2.299,00"
947520,yogur descremado ilolay firme frutilla pote 190grs,"1.399,00"
717604,postre danette sabor chocolate x2 190grs,"5.000,00"
717607,postre danette sabor americana x2 190grs,"5.000,00"
711085,queso en hebras finlandia chef mozzarella y parmesano 130grs,"4.670,00"
715271,mango 1kgs,"6.990,00"
713377,pan de molde lactal con salvado 330grs,"3.604,00"
713467,yogur entero tregar dulce de leche pote 125grs,"880,00"
